Team.Rk,Team,Opponent.Rk,Opponent,Result,Poss,OT,PreWP,Location,W,L,W.Conference,L.Conference,ConferenceGame,Postseason,Year,Day.Date,GameDate,W.Proj,L.Proj,W.ConferenceProj,L.ConferenceProj,Date,GameId,TiersOfJoy
NA,Central Arkansas,126,Abilene Christian,"L, 77-70",75,NA,0.29,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 27,20210227,7,14,7,7,2021-02-27,3772,NA
NA,Central Arkansas,332,Southeastern Louisiana,"W, 81-73",78,NA,0.77,Home,NA,NA,NA,NA,TRUE,Regular,2021,Wed Mar 3,20210303,8,14,8,7,2021-03-03,3921,NA
NA,Central Arkansas,261,Northwestern St.,"L, 81-79",79,NA,0.44,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Mar 6,20210306,9,14,8,8,2021-03-06,4002,NA
335,Central Connecticut,48,Connecticut,"L, 102-75",75,0,NA,Away,0,1,NA,NA,FALSE,Regular,2021,Wed Nov 25,20201125,0,1,0,0,2020-11-25,91,A
335,Central Connecticut,216,Army,"L, 79-57",71,0,NA,Neutral,0,2,NA,NA,FALSE,Regular,2021,Fri Nov 27,20201127,0,2,0,0,2020-11-27,252,NA
338,Central Connecticut,282,Hartford,"L, 80-65",75,0,NA,Away,0,3,NA,NA,FALSE,Regular,2021,Fri Dec 4,20201204,0,3,0,0,2020-12-04,4119,NA
NA,Central Connecticut,258,Fairleigh Dickinson,"L, 81-71",74,NA,0.19,Away,NA,NA,NA,NA,TRUE,Regular,2021,Tue Dec 8,20201208,0,4,0,1,2020-12-08,526,NA
NA,Central Connecticut,258,Fairleigh Dickinson,"L, 81-71",74,NA,0.19,Away,NA,NA,NA,NA,TRUE,Regular,2021,Wed Dec 9,20201209,0,5,0,2,2020-12-09,649,NA
NA,Central Connecticut,290,St. Francis NY,"L, 75-71",74,NA,0.37,Home,NA,NA,NA,NA,TRUE,Regular,2021,Tue Dec 15,20201215,1,5,1,2,2020-12-15,789,NA
NA,Central Connecticut,290,St. Francis NY,"L, 75-71",74,NA,0.37,Home,NA,NA,NA,NA,TRUE,Regular,2021,Wed Dec 16,20201216,1,6,1,3,2020-12-16,833,NA
NA,Central Connecticut,180,Fordham,"L, 72-59",71,NA,0.11,Away,NA,NA,NA,NA,FALSE,Regular,2021,Sat Dec 19,20201219,1,7,1,3,2020-12-19,916,NA
NA,Central Connecticut,256,Bryant,"L, 82-72",77,NA,0.18,Away,NA,NA,NA,NA,TRUE,Regular,2021,Thu Jan 7,20210107,1,8,1,4,2021-01-07,1502,NA
NA,Central Connecticut,256,Bryant,"L, 82-72",77,NA,0.18,Away,NA,NA,NA,NA,TRUE,Regular,2021,Fri Jan 8,20210108,2,8,1,5,2021-01-08,1541,NA
NA,Central Connecticut,322,Sacred Heart,"L, 77-71",73,NA,0.3,Away,NA,NA,NA,NA,TRUE,Regular,2021,Thu Jan 14,20210114,2,9,2,5,2021-01-14,1838,NA
NA,Central Connecticut,260,Mount St. Mary's,"L, 70-65",69,NA,0.34,Home,NA,NA,NA,NA,TRUE,Regular,2021,Thu Jan 21,20210121,2,10,2,6,2021-01-21,2151,NA
NA,Central Connecticut,260,Mount St. Mary's,"L, 70-65",69,NA,0.34,Home,NA,NA,NA,NA,TRUE,Regular,2021,Fri Jan 22,20210122,3,10,2,7,2021-01-22,2181,NA
NA,Central Connecticut,245,St. Francis PA,"L, 80-69",73,NA,0.17,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 30,20210130,3,11,3,7,2021-01-30,2648,NA
NA,Central Connecticut,245,St. Francis PA,"L, 80-69",73,NA,0.17,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sun Jan 31,20210131,3,12,3,8,2021-01-31,2696,NA
NA,Central Connecticut,322,Sacred Heart,"L, 75-73",73,NA,0.45,Home,NA,NA,NA,NA,TRUE,Regular,2021,Thu Feb 4,20210204,3,13,3,9,2021-02-04,2765,NA
NA,Central Connecticut,307,Merrimack,"L, 69-66",70,NA,0.4,Home,NA,NA,NA,NA,TRUE,Regular,2021,Thu Feb 11,20210211,4,13,4,9,2021-02-11,3077,NA
NA,Central Connecticut,307,Merrimack,"L, 69-66",70,NA,0.4,Home,NA,NA,NA,NA,TRUE,Regular,2021,Fri Feb 12,20210212,4,14,4,10,2021-02-12,3117,NA
NA,Central Connecticut,277,LIU,"L, 79-70",76,NA,0.21,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 20,20210220,4,15,4,11,2021-02-20,3516,NA
NA,Central Connecticut,277,LIU,"L, 79-70",76,NA,0.21,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sun Feb 21,20210221,5,15,4,12,2021-02-21,3607,NA
NA,Central Connecticut,269,Wagner,"L, 73-69",72,NA,0.35,Home,NA,NA,NA,NA,TRUE,Regular,2021,Thu Feb 25,20210225,5,16,5,12,2021-02-25,3691,NA
NA,Central Connecticut,269,Wagner,"L, 73-69",72,NA,0.35,Home,NA,NA,NA,NA,TRUE,Regular,2021,Fri Feb 26,20210226,5,17,5,13,2021-02-26,3726,NA
224,Central Michigan,219,Illinois Chicago,"L, 74-72",77,0,NA,Away,0,1,NA,NA,FALSE,Regular,2021,Sat Nov 28,20201128,0,1,0,0,2020-11-28,239,NA
226,Central Michigan,179,FIU,"L, 96-76",76,0,NA,Away,0,2,NA,NA,FALSE,Regular,2021,Tue Dec 1,20201201,0,2,0,0,2020-12-01,328,NA
242,Central Michigan,NA,Flagler,"L, 92-73",78,0,NA,Neutral,0,3,NA,NA,FALSE,Regular,2021,Wed Dec 2,20201202,0,3,0,0,2020-12-02,224,NA
NA,Central Michigan,346,Western Illinois,"W, 81-73",76,NA,0.76,Away,NA,NA,NA,NA,FALSE,Regular,2021,Sun Dec 6,20201206,1,3,0,0,2020-12-06,426,NA
NA,Central Michigan,159,Valparaiso,"L, 75-73",74,NA,0.41,Home,NA,NA,NA,NA,FALSE,Regular,2021,Sat Dec 12,20201212,1,4,0,0,2020-12-12,4114,NA
NA,Central Michigan,238,Western Michigan,"L, 75-73",74,NA,0.41,Away,NA,NA,NA,NA,TRUE,Regular,2021,Fri Dec 18,20201218,2,4,0,1,2020-12-18,1060,NA
NA,Central Michigan,167,Eastern Michigan,"L, 78-72",74,NA,0.28,Away,NA,NA,NA,NA,TRUE,Regular,2021,Tue Dec 22,20201222,2,5,1,1,2020-12-22,3638,NA
NA,Central Michigan,183,Miami OH,"L, 74-73",73,NA,0.46,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 2,20210102,2,6,1,2,2021-01-02,1274,NA
NA,Central Michigan,143,Akron,"L, 81-72",75,NA,0.22,Away,NA,NA,NA,NA,TRUE,Regular,2021,Tue Jan 5,20210105,3,6,1,3,2021-01-05,1438,NA
NA,Central Michigan,162,Bowling Green,"L, 83-76",76,NA,0.26,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 9,20210109,3,7,2,3,2021-01-09,1598,NA
NA,Central Michigan,164,Kent St.,"L, 77-75",74,NA,0.42,Home,NA,NA,NA,NA,TRUE,Regular,2021,Tue Jan 12,20210112,3,8,2,4,2021-01-12,1764,NA
NA,Central Michigan,167,Eastern Michigan,"L, 76-74",74,NA,0.43,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 16,20210116,4,8,2,5,2021-01-16,1928,NA
NA,Central Michigan,101,Toledo,"L, 82-70",73,NA,0.14,Away,NA,NA,NA,NA,TRUE,Regular,2021,Tue Jan 19,20210119,4,9,3,5,2021-01-19,2099,B
NA,Central Michigan,162,Bowling Green,"L, 81-78",76,NA,0.41,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 23,20210123,4,10,3,6,2021-01-23,2239,NA
NA,Central Michigan,130,Buffalo,"L, 84-74",77,NA,0.18,Away,NA,NA,NA,NA,TRUE,Regular,2021,Tue Jan 26,20210126,4,11,3,7,2021-01-26,2408,NA
NA,Central Michigan,164,Kent St.,"L, 80-73",74,NA,0.27,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 30,20210130,5,11,3,8,2021-01-30,2595,NA
NA,Central Michigan,121,Ohio,"L, 80-74",75,NA,0.28,Home,NA,NA,NA,NA,TRUE,Regular,2021,Tue Feb 2,20210202,5,12,4,8,2021-02-02,2716,NA
NA,Central Michigan,280,Northern Illinois,"L, 73-72",72,NA,0.5,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 6,20210206,5,13,4,9,2021-02-06,2931,NA
NA,Central Michigan,139,Ball St.,"L, 77-73",74,NA,0.35,Home,NA,NA,NA,NA,TRUE,Regular,2021,Tue Feb 9,20210209,6,13,5,9,2021-02-09,3015,NA
NA,Central Michigan,130,Buffalo,"L, 82-76",77,NA,0.31,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 13,20210213,6,14,5,10,2021-02-13,3181,NA
NA,Central Michigan,121,Ohio,"L, 82-71",75,NA,0.16,Away,NA,NA,NA,NA,TRUE,Regular,2021,Tue Feb 16,20210216,6,15,5,11,2021-02-16,4071,B
NA,Central Michigan,238,Western Michigan,"W, 75-73",74,NA,0.57,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 20,20210220,7,15,6,11,2021-02-20,3484,NA
NA,Central Michigan,139,Ball St.,"L, 80-71",74,NA,0.21,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 27,20210227,7,16,6,12,2021-02-27,3765,NA
NA,Central Michigan,101,Toledo,"L, 80-72",73,NA,0.25,Home,NA,NA,NA,NA,TRUE,Regular,2021,Tue Mar 2,20210302,7,17,6,13,2021-03-02,3908,NA
NA,Central Michigan,280,Northern Illinois,"W, 75-70",72,NA,0.66,Home,NA,NA,NA,NA,TRUE,Regular,2021,Fri Mar 5,20210305,8,17,7,13,2021-03-05,3960,NA
175,Charleston,14,North Carolina,"L, 79-60",73,0,NA,Away,0,1,NA,NA,FALSE,Regular,2021,Wed Nov 25,20201125,0,1,0,0,2020-11-25,60,A
177,Charleston,NA,Limestone,"W, 99-59",71,0,NA,Home,1,1,NA,NA,FALSE,Regular,2021,Sat Nov 28,20201128,1,1,0,0,2020-11-28,199,NA
175,Charleston,64,Furman,"L, 81-57",66,0,NA,Home,1,2,NA,NA,FALSE,Regular,2021,Sat Dec 5,20201205,1,2,0,0,2020-12-05,542,B
NA,Charleston,87,Marshall,"L, 77-70",74,NA,0.27,Home,NA,NA,NA,NA,FALSE,Regular,2021,Wed Dec 9,20201209,1,3,0,0,2020-12-09,596,NA
NA,Charleston,355,South Carolina St.,"W, 80-61",72,NA,0.96,Home,NA,NA,NA,NA,FALSE,Regular,2021,Fri Dec 11,20201211,2,3,0,0,2020-12-11,699,NA
NA,Charleston,184,Western Carolina,"W, 74-72",73,NA,0.56,Home,NA,NA,NA,NA,FALSE,Regular,2021,Fri Dec 18,20201218,3,3,0,0,2020-12-18,862,NA
NA,Charleston,112,Georgia St.,"L, 77-68",72,NA,0.22,Away,NA,NA,NA,NA,FALSE,Regular,2021,Mon Dec 21,20201221,3,4,0,0,2020-12-21,993,B
NA,Charleston,224,Delaware,"L, 70-69",69,NA,0.47,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 2,20210102,3,5,0,1,2021-01-02,1279,NA
NA,Charleston,224,Delaware,"L, 70-69",69,NA,0.47,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sun Jan 3,20210103,4,5,1,1,2021-01-03,1400,NA
NA,Charleston,149,Drexel,"L, 69-68",68,NA,0.47,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 9,20210109,4,6,1,2,2021-01-09,1605,NA
NA,Charleston,149,Drexel,"L, 69-68",68,NA,0.47,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sun Jan 10,20210110,5,6,2,2,2021-01-10,1732,NA
NA,Charleston,172,Northeastern,"W, 68-67",68,NA,0.53,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 16,20210116,5,7,2,3,2021-01-16,1929,NA
NA,Charleston,172,Northeastern,"W, 68-67",68,NA,0.53,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sun Jan 17,20210117,6,7,3,3,2021-01-17,2048,NA
NA,Charleston,275,William & Mary,"W, 72-70",69,NA,0.57,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 23,20210123,7,7,4,3,2021-01-23,2351,NA
NA,Charleston,275,William & Mary,"W, 72-70",69,NA,0.57,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sun Jan 24,20210124,7,8,4,4,2021-01-24,2383,NA
NA,Charleston,273,James Madison,"W, 73-71",71,NA,0.57,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 30,20210130,8,8,5,4,2021-01-30,2592,NA
NA,Charleston,273,James Madison,"W, 73-71",71,NA,0.57,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sun Jan 31,20210131,8,9,5,5,2021-01-31,2689,NA
NA,Charleston,225,Towson,"W, 70-66",67,NA,0.63,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 6,20210206,9,9,6,5,2021-02-06,2873,NA
NA,Charleston,225,Towson,"W, 70-66",67,NA,0.63,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sun Feb 7,20210207,9,10,6,6,2021-02-07,2984,NA
NA,Charleston,208,Elon,"W, 70-67",69,NA,0.61,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 13,20210213,10,10,7,6,2021-02-13,3182,NA
NA,Charleston,208,Elon,"W, 70-67",69,NA,0.61,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sun Feb 14,20210214,11,10,8,6,2021-02-14,3295,NA
NA,Charleston,160,Hofstra,"L, 72-67",70,NA,0.34,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 20,20210220,11,11,8,7,2021-02-20,3505,NA
NA,Charleston,160,Hofstra,"L, 72-67",70,NA,0.34,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sun Feb 21,20210221,11,12,8,8,2021-02-21,3604,NA
NA,Charleston,228,UNC Wilmington,"L, 70-69",69,NA,0.48,Away,NA,NA,NA,NA,TRUE,Regular,2021,Thu Feb 25,20210225,12,12,9,8,2021-02-25,3713,NA
NA,Charleston,228,UNC Wilmington,"W, 71-67",69,NA,0.64,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 27,20210227,13,12,10,8,2021-02-27,3773,NA
261,Charleston Southern,37,N.C. State,"L, 95-61",79,0,NA,Away,0,1,NA,NA,FALSE,Regular,2021,Wed Nov 25,20201125,0,1,0,0,2020-11-25,96,A
270,Charleston Southern,178,Eastern Kentucky,"L, 60-50",74,0,NA,Away,0,2,NA,NA,FALSE,Regular,2021,Fri Nov 27,20201127,0,2,0,0,2020-11-27,145,NA
272,Charleston Southern,281,North Carolina A&T,"L, 70-63",73,0,NA,Home,0,3,NA,NA,FALSE,Regular,2021,Tue Dec 1,20201201,0,3,0,0,2020-12-01,333,NA
NA,Charleston Southern,6,Duke,"L, 84-58",73,NA,0.01,Away,NA,NA,NA,NA,FALSE,Regular,2021,Sat Dec 12,20201212,0,4,0,0,2020-12-12,4074,A
NA,Charleston Southern,291,North Carolina Central,"L, 68-66",70,NA,0.42,Away,NA,NA,NA,NA,FALSE,Regular,2021,Tue Dec 15,20201215,0,5,0,0,2020-12-15,4134,NA
NA,Charleston Southern,NA,Columbia International,W,NA,NA,1,Home,NA,NA,NA,NA,FALSE,Regular,2021,Thu Dec 17,20201217,1,5,0,0,2020-12-17,NA,NA
NA,Charleston Southern,335,Hampton,"W, 77-71",75,NA,0.72,Home,NA,NA,NA,NA,TRUE,Regular,2021,Mon Dec 21,20201221,2,5,1,0,2020-12-21,991,NA
NA,Charleston Southern,335,Hampton,"W, 77-71",75,NA,0.72,Home,NA,NA,NA,NA,TRUE,Regular,2021,Tue Dec 22,20201222,3,5,1,1,2020-12-22,1031,NA
NA,Charleston Southern,247,Gardner Webb,"L, 71-67",71,NA,0.35,Away,NA,NA,NA,NA,TRUE,Regular,2021,Mon Jan 4,20210104,3,6,2,1,2021-01-04,1426,NA
NA,Charleston Southern,247,Gardner Webb,"L, 71-67",71,NA,0.35,Away,NA,NA,NA,NA,TRUE,Regular,2021,Tue Jan 5,20210105,4,6,2,2,2021-01-05,1446,NA
NA,Charleston Southern,310,Radford,"W, 67-64",68,NA,0.61,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 9,20210109,4,7,3,2,2021-01-09,1606,NA
NA,Charleston Southern,310,Radford,"W, 67-64",68,NA,0.61,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sun Jan 10,20210110,5,7,3,3,2021-01-10,1733,NA
NA,Charleston Southern,223,UNC Asheville,"L, 73-68",71,NA,0.31,Away,NA,NA,NA,NA,TRUE,Regular,2021,Thu Jan 14,20210114,5,8,4,3,2021-01-14,1847,NA
NA,Charleston Southern,223,UNC Asheville,"L, 73-68",71,NA,0.31,Away,NA,NA,NA,NA,TRUE,Regular,2021,Fri Jan 15,20210115,5,9,4,4,2021-01-15,1899,NA
NA,Charleston Southern,294,USC Upstate,"W, 74-71",73,NA,0.59,Home,NA,NA,NA,NA,TRUE,Regular,2021,Tue Jan 19,20210119,6,9,5,4,2021-01-19,2080,NA
NA,Charleston Southern,294,USC Upstate,"W, 74-71",73,NA,0.59,Home,NA,NA,NA,NA,TRUE,Regular,2021,Wed Jan 20,20210120,7,9,5,5,2021-01-20,2102,NA
NA,Charleston Southern,253,Campbell,"L, 71-67",70,NA,0.36,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sun Jan 24,20210124,7,10,6,5,2021-01-24,2357,NA
NA,Charleston Southern,253,Campbell,"L, 71-67",70,NA,0.36,Away,NA,NA,NA,NA,TRUE,Regular,2021,Mon Jan 25,20210125,7,11,6,6,2021-01-25,2389,NA
NA,Charleston Southern,123,Winthrop,"L, 78-69",75,NA,0.23,Home,NA,NA,NA,NA,TRUE,Regular,2021,Fri Jan 29,20210129,8,11,6,7,2021-01-29,2494,NA
NA,Charleston Southern,123,Winthrop,"L, 78-69",75,NA,0.23,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 30,20210130,8,12,6,8,2021-01-30,2550,NA
NA,Charleston Southern,274,High Point,"L, 71-68",71,NA,0.4,Away,NA,NA,NA,NA,TRUE,Regular,2021,Thu Feb 4,20210204,8,13,7,8,2021-02-04,2772,NA
NA,Charleston Southern,274,High Point,"L, 71-68",71,NA,0.4,Away,NA,NA,NA,NA,TRUE,Regular,2021,Fri Feb 5,20210205,9,13,7,9,2021-02-05,2817,NA
NA,Charleston Southern,329,Longwood,"W, 70-65",72,NA,0.68,Home,NA,NA,NA,NA,TRUE,Regular,2021,Thu Feb 11,20210211,9,14,8,9,2021-02-11,3078,NA
NA,Charleston Southern,329,Longwood,"W, 70-65",72,NA,0.68,Home,NA,NA,NA,NA,TRUE,Regular,2021,Fri Feb 12,20210212,10,14,8,10,2021-02-12,3118,NA
NA,Charleston Southern,343,Presbyterian,"W, 72-68",72,NA,0.65,Away,NA,NA,NA,NA,TRUE,Regular,2021,Thu Feb 18,20210218,11,14,9,10,2021-02-18,3392,NA
NA,Charleston Southern,343,Presbyterian,"W, 72-68",72,NA,0.65,Away,NA,NA,NA,NA,TRUE,Regular,2021,Fri Feb 19,20210219,11,15,10,10,2021-02-19,3448,NA
172,Charlotte,118,East Carolina,"L, 66-57",66,0,NA,Home,0,1,NA,NA,FALSE,Regular,2021,Fri Nov 27,20201127,0,1,0,0,2020-11-27,4058,NA
185,Charlotte,112,Georgia St.,"L, 76-65",68,0,NA,Home,0,2,NA,NA,FALSE,Regular,2021,Fri Dec 4,20201204,0,2,0,0,2020-12-04,430,NA
NA,Charlotte,355,South Carolina St.,"W, 79-60",71,NA,0.95,Home,NA,NA,NA,NA,FALSE,Regular,2021,Mon Dec 7,20201207,1,2,0,0,2020-12-07,691,NA
NA,Charlotte,192,Appalachian St.,"W, 68-66",68,NA,0.57,Home,NA,NA,NA,NA,FALSE,Regular,2021,Fri Dec 11,20201211,2,2,0,0,2020-12-11,695,NA
NA,Charlotte,80,Davidson,"L, 73-62",65,NA,0.16,Away,NA,NA,NA,NA,FALSE,Regular,2021,Tue Dec 15,20201215,2,3,0,0,2020-12-15,790,B
NA,Charlotte,281,North Carolina A&T,"W, 72-65",71,NA,0.74,Home,NA,NA,NA,NA,FALSE,Regular,2021,Sat Dec 19,20201219,2,4,0,0,2020-12-19,911,NA
NA,Charlotte,218,George Washington,"L, 70-69",71,NA,0.47,Away,NA,NA,NA,NA,FALSE,Regular,2021,Tue Dec 22,20201222,3,4,0,0,2020-12-22,1037,NA
NA,Charlotte,74,Western Kentucky,"L, 72-65",68,NA,0.26,Home,NA,NA,NA,NA,TRUE,Regular,2021,Fri Jan 1,20210101,3,5,0,1,2021-01-01,1228,B
NA,Charlotte,74,Western Kentucky,"L, 72-65",68,NA,0.26,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 2,20210102,3,6,1,1,2021-01-02,1275,B
NA,Charlotte,87,Marshall,"L, 78-67",73,NA,0.16,Away,NA,NA,NA,NA,TRUE,Regular,2021,Fri Jan 8,20210108,4,6,1,2,2021-01-08,1555,B
NA,Charlotte,87,Marshall,"L, 78-67",73,NA,0.16,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 9,20210109,4,7,1,3,2021-01-09,1645,B
NA,Charlotte,102,UAB,"L, 71-67",70,NA,0.34,Home,NA,NA,NA,NA,TRUE,Regular,2021,Fri Jan 15,20210115,4,8,1,4,2021-01-15,1862,NA
NA,Charlotte,102,UAB,"L, 71-67",70,NA,0.34,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 16,20210116,4,9,2,4,2021-01-16,1930,NA
NA,Charlotte,206,Florida Atlantic,"L, 65-64",67,NA,0.44,Away,NA,NA,NA,NA,TRUE,Regular,2021,Fri Jan 22,20210122,5,9,2,5,2021-01-22,2186,NA
NA,Charlotte,206,Florida Atlantic,"L, 65-64",67,NA,0.44,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 23,20210123,5,10,2,6,2021-01-23,2253,NA
NA,Charlotte,179,FIU,"W, 73-71",71,NA,0.55,Home,NA,NA,NA,NA,TRUE,Regular,2021,Fri Jan 29,20210129,6,10,3,6,2021-01-29,2495,NA
NA,Charlotte,179,FIU,"W, 73-71",71,NA,0.55,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 30,20210130,6,11,4,6,2021-01-30,2551,NA
NA,Charlotte,177,Middle Tennessee,"L, 68-65",71,NA,0.39,Away,NA,NA,NA,NA,TRUE,Regular,2021,Fri Feb 5,20210205,7,11,4,7,2021-02-05,2826,NA
NA,Charlotte,177,Middle Tennessee,"L, 68-65",71,NA,0.39,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 6,20210206,7,12,4,8,2021-02-06,2918,NA
NA,Charlotte,103,Old Dominion,"L, 69-65",68,NA,0.35,Home,NA,NA,NA,NA,TRUE,Regular,2021,Wed Feb 10,20210210,8,12,5,8,2021-02-10,3036,NA
NA,Charlotte,103,Old Dominion,"L, 72-63",68,NA,0.21,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 13,20210213,8,13,5,9,2021-02-13,3245,B
NA,Charlotte,173,UTSA,"W, 73-72",71,NA,0.54,Home,NA,NA,NA,NA,TRUE,Regular,2021,Fri Feb 19,20210219,8,14,5,10,2021-02-19,3421,NA
NA,Charlotte,173,UTSA,"W, 73-72",71,NA,0.54,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 20,20210220,9,14,6,10,2021-02-20,3485,NA
NA,Charlotte,198,UTEP,"L, 67-65",68,NA,0.42,Away,NA,NA,NA,NA,TRUE,Regular,2021,Fri Feb 26,20210226,9,15,6,11,2021-02-26,3749,NA
NA,Charlotte,198,UTEP,"L, 67-65",68,NA,0.42,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 27,20210227,10,15,7,11,2021-02-27,3861,NA
NA,Chattanooga,NA,Lander,"W, 99-63",77,0,NA,Home,1,0,NA,NA,FALSE,Regular,2021,Wed Nov 25,20201125,1,0,0,0,2020-11-25,4050,NA
203,Chattanooga,321,Tennessee Tech,"W, 62-54",73,0,NA,Away,2,0,NA,NA,FALSE,Regular,2021,Mon Nov 30,20201130,2,0,0,0,2020-11-30,209,NA
203,Chattanooga,203,Northern Kentucky,"W, 79-72",73,0,NA,Home,3,0,NA,NA,FALSE,Regular,2021,Sat Dec 5,20201205,3,0,0,0,2020-12-05,543,NA
NA,Chattanooga,177,Middle Tennessee,"L, 71-68",74,NA,0.39,Away,NA,NA,NA,NA,FALSE,Regular,2021,Mon Dec 7,20201207,3,1,0,0,2020-12-07,633,NA
NA,Chattanooga,285,Bellarmine,"W, 72-69",72,NA,0.59,Away,NA,NA,NA,NA,FALSE,Regular,2021,Wed Dec 9,20201209,4,1,0,0,2020-12-09,646,NA
NA,Chattanooga,NA,North Georgia,W,NA,NA,1,Home,NA,NA,NA,NA,FALSE,Regular,2021,Sat Dec 12,20201212,5,1,0,0,2020-12-12,NA,NA
NA,Chattanooga,223,UNC Asheville,"W, 74-70",72,NA,0.64,Home,NA,NA,NA,NA,FALSE,Regular,2021,Wed Dec 16,20201216,6,1,0,0,2020-12-16,834,NA
NA,Chattanooga,102,UAB,"L, 77-68",73,NA,0.2,Away,NA,NA,NA,NA,FALSE,Regular,2021,Sat Dec 19,20201219,6,2,0,0,2020-12-19,897,B
NA,Chattanooga,297,Tennessee St.,"W, 73-70",73,NA,0.61,Away,NA,NA,NA,NA,FALSE,Regular,2021,Tue Dec 22,20201222,6,3,0,0,2020-12-22,1022,NA
NA,Chattanooga,64,Furman,"L, 77-68",72,NA,0.2,Home,NA,NA,NA,NA,TRUE,Regular,2021,Wed Dec 30,20201230,7,3,0,1,2020-12-30,1152,B
NA,Chattanooga,251,VMI,"W, 74-73",73,NA,0.53,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 2,20210102,7,4,1,1,2021-01-02,1383,NA
NA,Chattanooga,278,Samford,"W, 80-73",75,NA,0.74,Home,NA,NA,NA,NA,TRUE,Regular,2021,Wed Jan 6,20210106,8,4,1,2,2021-01-06,1467,NA
NA,Chattanooga,324,The Citadel,"W, 80-75",76,NA,0.7,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 9,20210109,9,4,2,2,2021-01-09,1703,NA
NA,Chattanooga,148,Mercer,"L, 74-73",73,NA,0.47,Home,NA,NA,NA,NA,TRUE,Regular,2021,Wed Jan 13,20210113,9,5,3,2,2021-01-13,1781,NA
NA,Chattanooga,142,Wofford,"L, 72-70",71,NA,0.45,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 16,20210116,10,5,3,3,2021-01-16,1931,NA
NA,Chattanooga,278,Samford,"W, 77-75",75,NA,0.59,Away,NA,NA,NA,NA,TRUE,Regular,2021,Wed Jan 20,20210120,10,6,4,3,2021-01-20,2127,NA
NA,Chattanooga,97,UNC Greensboro,"L, 74-69",73,NA,0.32,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 23,20210123,10,7,4,4,2021-01-23,2240,NA
NA,Chattanooga,170,East Tennessee St.,"L, 70-66",72,NA,0.37,Away,NA,NA,NA,NA,TRUE,Regular,2021,Wed Jan 27,20210127,11,7,4,5,2021-01-27,2424,NA
NA,Chattanooga,64,Furman,"L, 79-65",72,NA,0.11,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 30,20210130,11,8,4,6,2021-01-30,2571,B
