"game_id","season","season_type","home_team_name","away_team_name"
"401267628",2021,2,"Toronto","Philadelphia"
"401267629",2021,2,"New York","Minnesota"
"401267630",2021,2,"Atlanta","Denver"
"401267631",2021,2,"Milwaukee","Sacramento"
"401267632",2021,2,"LA","Brooklyn"
"401267634",2021,2,"Houston","Chicago"
"401267635",2021,2,"Oklahoma City","Miami"
"401267636",2021,2,"Dallas","Memphis"
"401267637",2021,2,"Phoenix","Portland"
"401267638",2021,2,"Utah","Charlotte"
"401267639",2021,2,"Los Angeles","Washington"
"401267640",2021,2,"Cleveland","Atlanta"
"401267641",2021,2,"Orlando","Detroit"
"401267642",2021,2,"Brooklyn","Sacramento"
"401267643",2021,2,"New York","Golden State"
"401267644",2021,2,"Toronto","Philadelphia"
"401267645",2021,2,"Dallas","Boston"
"401267646",2021,2,"Milwaukee","Minnesota"
"401267647",2021,2,"Denver","Portland"
"401267648",2021,2,"LA","Washington"
"401267649",2021,2,"Indiana","Golden State"
"401267650",2021,2,"Atlanta","Boston"
"401267651",2021,2,"Cleveland","Houston"
"401267652",2021,2,"Miami","Toronto"
"401267653",2021,2,"Chicago","Minnesota"
"401267654",2021,2,"New Orleans","Detroit"
"401267655",2021,2,"Oklahoma City","San Antonio"
"401267656",2021,2,"Phoenix","Charlotte"
"401267657",2021,2,"Utah","Los Angeles"
"401267658",2021,2,"Philadelphia","Dallas"
"401267659",2021,2,"Brooklyn","Orlando"
"401267660",2021,2,"New York","Sacramento"
"401267661",2021,2,"Memphis","LA"
"401267662",2021,2,"Denver","Washington"
"401267663",2021,2,"Milwaukee","New Orleans"
"401267664",2021,2,"Detroit","Sacramento"
"401267665",2021,2,"Boston","Indiana"
"401267666",2021,2,"Toronto","Houston"
"401267667",2021,2,"Miami","Utah"
"401267668",2021,2,"Chicago","Phoenix"
"401267669",2021,2,"Memphis","LA"
"401267670",2021,2,"Oklahoma City","Atlanta"
"401267671",2021,2,"Golden State","Charlotte"
"401267672",2021,2,"Los Angeles","Portland"
"401267673",2021,2,"Philadelphia","Cleveland"
"401267674",2021,2,"San Antonio","New Orleans"
"401267675",2021,2,"New York","Indiana"
