"game_id","season","season_type","home_team_name","away_team_name"
"401270043",2021,2,"UTEP","Benedictine (AZ)"
"401270053",2021,2,"George Mason","Norfolk State"
"401270119",2021,2,"Oklahoma","Oral Roberts"
"401270123",2021,2,"South Dakota","Drake"
"401270407",2021,2,"Oregon","Portland"
"401270409",2021,2,"Kentucky","North Carolina"
"401270410",2021,2,"Ohio State","UCLA"
"401270473",2021,2,"Robert Morris","Bowling Green"
"401270474",2021,2,"Boston College","Maine"
"401270494",2021,2,"Loyola Chicago","Richmond"
"401270544",2021,2,"Gonzaga","Virginia"
"401270593",2021,2,"UT Martin","Western Illinois"
"401270594",2021,2,"Villanova","Saint Joseph's"
"401270595",2021,2,"Stanford","CSU Bakersfield"
"401270614",2021,2,"Tennessee State","Crowley's Ridge College"
"401270618",2021,2,"Akron","Malone University"
"401270624",2021,2,"UT Arlington","Dallas Christian"
"401270626",2021,2,"Appalachian State","Columbia International"
"401270627",2021,2,"Albany","Niagara"
"401270634",2021,2,"Butler","Southern Illinois"
"401270663",2021,2,"Marshall","Robert Morris"
"401270666",2021,2,"Idaho State","SAGU American Indian College"
"401270851",2021,2,"UMass","Bryant"
"401270852",2021,2,"Jacksonville State","Carver College"
"401270973",2021,2,"Purdue Fort Wayne","Cleveland State"
"401270974",2021,2,"Purdue Fort Wayne","Cleveland State"
"401271013",2021,2,"Pepperdine","CSU Bakersfield"
"401271033",2021,2,"Oregon State","Portland State"
"401271093",2021,2,"CSU Bakersfield","St. Katherine"
"401271117",2021,2,"UC Irvine","San Diego"
"401271121",2021,2,"Hawai'i","Hawaii Hilo"
"401271122",2021,2,"DePaul","Western Illinois"
"401271123",2021,2,"Providence","DePaul"
"401271124",2021,2,"Central Arkansas","Champion Christian College"
"401271193",2021,2,"South Dakota","Mount Marty"
"401271215",2021,2,"UC San Diego","St. Katherine"
"401271313",2021,2,"Old Dominion","Northeastern"
"401271314",2021,2,"Central Michigan","Olivet College"
"401271354",2021,2,"James Madison","Alice Lloyd College"
"401271393",2021,2,"UC Irvine","UC Santa Barbara"
"401271433",2021,2,"Gonzaga","Northwestern State"
"401271434",2021,2,"Gonzaga","Northern Arizona"
"401271435",2021,2,"Delaware","Morgan St"
"401271480",2021,2,"Rice","New Orleans"
"401271536",2021,2,"Tulsa","SW Christian Univ"
"401271537",2021,2,"Loyola Chicago","St. Francis (ILL)"
"401271553",2021,2,"LSU","Nicholls"
"401271554",2021,2,"Monmouth","Canisius"
"401271556",2021,2,"Notre Dame","Bellarmine"
"401271565",2021,2,"California","Seattle U"
"401271573",2021,2,"Monmouth","Canisius"
"401271574",2021,2,"Siena","Monmouth"
"401271613",2021,2,"Texas A&M-CC","Paul Quinn"
"401271615",2021,2,"Santa Clara","Colorado State"
"401272040",2021,2,"St. Francis (BKN)","Saint Peter's"
